content,score,source,app,clean_review
Popular and most trusted coaching institute i loved it 🥰😍🤩🥰,5,PlayStore,PhysicsWallah,popular and most trusted coaching institute i loved it 
pw is best,5,PlayStore,PhysicsWallah,pw is best
"this is the best and affordable platform for every student , teachers are best and education quality is great",5,PlayStore,PhysicsWallah,this is the best and affordable platform for every student  teachers are best and education quality is great
"AFTER AN UPDATE THE APP UI HAS BEEN CHANGED WHICH IS NOT AT ALL COMFORTABLE FINDING NOTICE, TEST PLANAR, DPP PDF IS SO DIFFICULT, AND ACCESSING LECTURE IS ALSO NOT GOOD, eg IN PRAYAS JEE 2.0 THEY HAVE UPLOADED SALEEM SIR 196 LECTURE ,I HAVE TO SCROLL FOR SO LONG TO ACCESS FIRST CHAPTER, PLZ BRING BACK OLD UI NEW ONE IS NOT GOOD PLZ BRING THE OLD VERSION 🙏🏿",2,PlayStore,PhysicsWallah,after an update the app ui has been changed which is not at all comfortable finding notice test planar dpp pdf is so difficult and accessing lecture is also not good eg in prayas jee  they have uploaded saleem sir  lecture i have to scroll for so long to access first chapter plz bring back old ui new one is not good plz bring the old version 
"The App is Good And Very usefully for learning But Im A bit Disappoint with the Pw Store, Im buying 2 books cost 1000 but its charging, 1100 for COD And The average deliver cost is about 40 to 50 rupees and Why You are Charging Much for COD when the product Is Costly, You Just Not Deliver Product You deliver Dreas , So You have To work on Them its My Request, You Have To Give Free Deliver As They Are Study Material🩷",4,PlayStore,PhysicsWallah,the app is good and very usefully for learning but im a bit disappoint with the pw store im buying  books cost  but its charging  for cod and the average deliver cost is about  to  rupees and why you are charging much for cod when the product is costly you just not deliver product you deliver dreas  so you have to work on them its my request you have to give free deliver as they are study material
PW is a best platform to study,5,PlayStore,PhysicsWallah,pw is a best platform to study
every thing is just perfect but I don't know why the ask doubt option in my video lectures is faded i am not able to ask doubts..please guide me,4,PlayStore,PhysicsWallah,every thing is just perfect but i dont know why the ask doubt option in my video lectures is faded i am not able to ask doubtsplease guide me
nice and helpful app,5,PlayStore,PhysicsWallah,nice and helpful app
"The old layout was better. in the new one too much is going on, please switch back to the old one.",2,PlayStore,PhysicsWallah,the old layout was better in the new one too much is going on please switch back to the old one
I purchase arjuna batch but they block me for no reason now i cannot open the app my money got wasted Never buy pw batch . They are doing fraud with us they block for no reason,1,PlayStore,PhysicsWallah,i purchase arjuna batch but they block me for no reason now i cannot open the app my money got wasted never buy pw batch  they are doing fraud with us they block for no reason
take too much time to open every thing....the app the class... DPP notes everything,1,PlayStore,PhysicsWallah,take too much time to open every thingthe app the class dpp notes everything
Thanks for providing as Best education at low cost im from a lower middle class family and i couldn't afford living outside for my studies. Pw has helped a lot Jai Hind🇮🇳,5,PlayStore,PhysicsWallah,thanks for providing as best education at low cost im from a lower middle class family and i couldnt afford living outside for my studies pw has helped a lot jai hind
this is so useful app thank you pw 🙂,4,PlayStore,PhysicsWallah,this is so useful app thank you pw 
Please add Landscape mode for Android Tablet for a better view. It's a Humble request 🙏🙏🙏🙏🙏,4,PlayStore,PhysicsWallah,please add landscape mode for android tablet for a better view its a humble request 
very bad 😔😔,1,PlayStore,PhysicsWallah,very bad 
is bar ka update bahut kharab hai app ke andar koi bhi chij find karne mein problem ho raha hai please update ko reverse kar do pahle jaisa banaa do 🙏,3,PlayStore,PhysicsWallah,is bar ka update bahut kharab hai app ke andar koi bhi chij find karne mein problem ho raha hai please update ko reverse kar do pahle jaisa banaa do 
new update is very nice,5,PlayStore,PhysicsWallah,new update is very nice
